GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7]
202520710049443781056856191649217972248	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
138560618398828340795434461340379352618	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
133977603807633787348323477349389060432	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
184135594661825859115274356383679917727	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
226359124431142234137102793208917885016	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
153296936020788408607792303957627766289	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
194971350127768292937981198800147243057	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000000e+00 3.492187500000000e+00 3.500000000000000e+00
184034114062994144282912650350706105962	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000002e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
81683710982354289928459612665086941871	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
279269540162723556709678660775365616403	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
189943687566213290193437265593394704327	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
160026488031403258178610559942635501743	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
14979408500621971065005290047464105671	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000001e+00 3.492187500000000e+00 3.500000000000000e+00
326261994533634446504886462868876470738	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
331628463280908072878524077348665561994	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
67020006906187732865412291504831066098	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
105963923300572909971634241437147585706	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
329227562105142269122852154346772420211	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
178184197599401407586930024916511907827	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
202860195090921896795024071175307639729	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
230274430593457437817759368774464188978	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000003e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
284850438917901185356300061080635905901	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
154092799382399577706061211518634494895	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
24341210541634087976528185932135316761	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
114879297110909469473466936700112855842	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
240584074731750075331633288991105806822	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
264034401900738815484421776104946761167	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
203533574105329400698824786002411302226	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
216601758619766784999783591176027305364	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
326683001080646715640401841185954555036	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
199698167538705436927009806021511775489	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
206623112096951005859237139862981129333	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
151329523679302659730163070090174217140	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000002e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
225982351179872181141772867582594461135	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
51593680870909295296398514632293899705	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.500000000000000e+00
312305416583165919313268485746994940327	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
57558432016152605767622454562182110961	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.500000000000000e+00
283867341384516348725410100056845848953	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
215126493253464528461028193525596664479	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
77068401180192707373742917360972735942	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000001e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
298856906113099730881313818628343607918	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
239251403227794650130249742349146330631	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
269736104959468853997290480339932870707	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000002e+00 3.421875000000001e+00 3.476562500000000e+00 3.500000000000000e+00
248002264836207809926602399446959787870	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
100564270617229638028677837312230783847	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
31118218876034391821692401511168613815	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
282259435376736724555848259497428008941	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
288733099885955040705255990481542433439	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.500000000000000e+00
85609411755971892413392492418343283130	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
174736413642332513609553570036401564903	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
89074621339643928927587555603783663477	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
130498852616449661854893251258026981708	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
55204737762317233087663098338564711392	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
194642881215496003569318271951545985930	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
108548531563902447169467752891967671673	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
311594078688932421199701011246778608700	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
170746531136628238851727437263838986316	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
16945190109430295445326343203794099691	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
70850572165425871602635208120098237407	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
166403790198168256910334590448602478120	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
133400862942852453796693435884896682520	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
266875275969323460064442833021979821019	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000002e+00 3.437500000000001e+00 3.492187500000000e+00 3.500000000000000e+00
214893520068722015256559612451287889139	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
309624559300543901190840713465510542141	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.500000000000000e+00
70464392582142595260759647685078580445	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
304715186873019180558195093579582547458	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.421875000000000e+00 3.492187500000000e+00 3.500000000000000e+00
248864044912998593089826281683264583189	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
153553990218908069828835406599265740982	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
171357020466799994285101115426422010484	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000003e+00 3.406250000000002e+00 3.484375000000000e+00 3.500000000000000e+00
171259086213544750625795160555460941065	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
176638666652741496919849644180094765103	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
176107962127973189825043627571323777487	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
37291525388648603966919891565217243915	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
257067045071267593330063013478753745272	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
118558223633736988199603909674401230603	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
322020027716959511014733450398256848214	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
266846056181729360689518434487838367630	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
14224768134243112192199845621693192253	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
107945846944133566899255989038113120705	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
300329509266845972948673396081657459987	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
