GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7]
250607801064237127072324738191903285868	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
74051084987185694998630276935194792335	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
18241870690281846333448354742925342466	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
81605585160962435167401793840830016871	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.421875000000000e+00 3.492187500000000e+00 3.500000000000000e+00
314913332507207243430670271294138976881	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
74939361385030692480849621177426236869	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.421875000000000e+00 3.492187500000000e+00 3.500000000000000e+00
140797809691851475243017945476077633404	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
184258754885725182074558756450308349969	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
164394597130938773322994338042211506998	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000003e+00 3.421875000000002e+00 3.484375000000000e+00 3.500000000000000e+00
138373925250792227844790112993947776825	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
150598282147932930659305997614814861055	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
288140115483014792307812497802363814324	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
135266145544513249172307468389734232540	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
190165823466850546325551406184828866517	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
215172781833319977242479880351562786124	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
179896098105118878561429255633480031816	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
230477657931904452519398845143033707766	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
53444728557551903051459997320351684057	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
64296943141433580067238165685187028698	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
80109614028886139620436429021450001597	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
323414703119480143990699446997953452566	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
46373513835073718112594259778718999920	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
25917365246024030790162024968068643959	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
93865328750678447966924288049368096566	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
159281743993992312498031263242878376810	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
266298898490825157147673456798714095335	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
308066886740315909626791837923601859871	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
36225576264055828149490340505892429985	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
227045014033996158415828392647459536496	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
317657273316165058564334244192535569258	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
28673735811500244096796349750143284938	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
69182616669446067784540452737781264364	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
87041727418045688886385046777664263899	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
213272383657876213361534773994668468663	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
211723797663967623863231038164279571820	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
123508572238893886241310416036001943752	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
93873072368970612576538861497365153766	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
144872082423126241595880572613790352073	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
268029884136946571812630837057854191443	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
310705575909395556813454261957153184355	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000003e+00 3.437500000000002e+00 3.484375000000000e+00 3.500000000000000e+00
266746483185639946055853827937664084142	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
101499210324060379903547889099957458918	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
319616489025765244230304720588543535001	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000001e+00 3.453125000000001e+00 3.492187500000000e+00 3.500000000000000e+00
196666230674652498525724085221613020006	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
108832946819179212329976405228976040371	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
309512480207507133434335260937638246215	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.375000000000000e+00 3.476562500000000e+00 3.500000000000000e+00
20036360959253117688022572182764712846	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
169923767143053431805197872931386015330	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
336230526750858915502125745457798612088	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
295934885774157949643725457822111675921	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
81091941653201115995188084456480288983	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
86493219938489717500837267414761218230	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000002e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
253478998043718474720233001386536635561	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
238733652289675060220519135454622337205	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
46187636901857528816597521494131204924	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
65838561025998846744513306014377832270	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
305021240132175791996494193812937842694	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
265900129906122759280579782867314345240	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
186283935675822507536607525427125795395	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
271021541574403177371114263846895859959	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
228663582730143419039627597263010293900	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.437500000000001e+00 3.492187500000000e+00 3.500000000000000e+00
293994907860757595902899343050747501659	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
233841332430206629508637980192953321635	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
267050970326828518058808867800039684867	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
192108114407056839784402506976998290244	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
68331075588496562833387995846180930241	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
3672324694639736630989477745671450210	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
292934335764391334995649041902370946284	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
257607417897753974840112406167947927334	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
48451949966966862316903669748466723056	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000003e+00 3.406250000000002e+00 3.484375000000000e+00 3.500000000000000e+00
198277729069481571777335140617116958418	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000002e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
5667703541985521420069629284643690580	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
232333086440528270249898548884035668954	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
332471525750467168223201862829622049629	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000002e+00 3.468750000000001e+00 3.492187500000000e+00 3.500000000000000e+00
150626236866152223255182288179184203763	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.500000000000000e+00
33344898879292221861989665663662968278	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
48910478286560118238275055756110804721	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
202896495504222366160550578541941305728	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.421875000000002e+00 3.468750000000001e+00 3.500000000000000e+00
308277660233131444099545249479731012918	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
129877918970529260699109392349233472895	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
209252184772590300339916666815372821884	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
237162962292943734319822498139655712219	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
337310160681366895496874575861384836748	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
54658337090071604925249761975425045537	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000000e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
307415306030256871010723923398834701217	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
72693695447699749541470872440160080295	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
46238407023980467395344144498982212664	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
111865652111231664460599560261640894716	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
293517382679051581506126731637562504410	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
301416024086865358194989615241908409869	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
37497344401610702969161685501365751456	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.500000000000000e+00
213007259804479769730268085717240765050	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
194493165825591873797342609731859194249	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
246839693124692416110596738460487609567	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
209222350463035801848541395771319141714	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
195209815227619264866972032429354685288	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
29424873293939432387135007499643441959	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
154981012020424843033302698753363387953	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
160686541235025326995594302269381291706	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000002e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
186907541918812940434457834362067198956	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
318090223211684936943901513754790136200	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
307510274410745334878692456833671898711	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
154260598475648455432188140294100701963	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
11082029970151016223043413841641931100	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
164358014532367914531283946811431882282	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
7208010410037233136481058193198154491	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
139268732508151040767703413483169396784	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
193580775608788479589415760813904383777	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
69789953289325666678781664741436298715	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
215777433873739616366643536889489968049	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
134578618684034745873823502375427651404	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
267650035149303802361652004658031906116	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
96576746791119970848075793909155926885	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
124829067067559049923391054755656157903	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
224705251984524367899108059020327374789	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
231235454778168743250470691257404094182	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
162995197182586649362935006310358050331	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
77684633578394303409188827144473163960	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
143871313405288394537893555568794529425	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
308755710117643690180411191632342790652	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
81900329262401920917247372385573250425	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000003e+00 3.421875000000002e+00 3.484375000000000e+00 3.500000000000000e+00
90609771602547817082279559152869176333	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
311025092740332327229847612230291132908	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
256020155523608220221676840620014744674	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.437500000000001e+00 3.492187500000000e+00 3.500000000000000e+00
311196412760762790242764701592797787930	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000002e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
19726968752868961742142273591164717315	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000001e+00 3.406250000000001e+00 3.492187500000000e+00 3.500000000000000e+00
105292666516146775319958829764765418012	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.390625000000001e+00 3.484375000000000e+00 3.500000000000000e+00
106856047140540203197884043318105052340	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
190867118302554677497586722880279276246	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000001e+00 3.476562500000000e+00 3.500000000000000e+00
3702563420611392178544691103879720933	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
192969228444456555919544838043136718090	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
315591282649504227527981198451707786764	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000003e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
177123631336839710032805517608020662562	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
182767388469378793036059154987652271782	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000002e+00 3.453125000000001e+00 3.492187500000000e+00 3.500000000000000e+00
217985546002208641550300218787300809078	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
16929067324653492705484408851595056457	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
304415758545383505927484267003199516800	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
148775617710875776043603014708575467269	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.500000000000000e+00
135717232299481656666968620359688845443	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
318868142613342283560384596429943385705	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
52802807299242578355001788267249997133	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
231936432028399311004953246111916032792	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
3397434537850719643923002647410337213	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
309955018501184364741756918218440967583	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
169385801521974559875831340862734746534	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.437500000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
324275823345056939613238574962362651261	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
286402908777165969955852560414155814574	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
154137030308549142386373960708471593213	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000002e+00 3.468750000000001e+00 3.484375000000000e+00 3.500000000000000e+00
254766814795705758734100710984073890232	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
3600299763931411155236142793160484131	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
126713321050378396102044205741124680713	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
305990854840312025631916270802850151593	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
80560628725842139710653954387940695677	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
