GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8 9]
66979525009130136276894474001049798525	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.179687500000003e+00 3.328125000000002e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
271755233834616961228331481219893690702	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000001e+00 3.328125000000001e+00 3.398437500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
22869682074933561342164075480959949904	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
22014696516916269742459424840309655478	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.375000000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
39262226135616027916465136691069092639	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
134425666338527951250092695047326651162	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.343750000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
285508435593470114167767178922840630948	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.343750000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
145120227645118899882504992231597291518	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.375000000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
89614677910760701076639092633906920118	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
88896031709539069244416277563781453533	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000003e+00 3.312500000000002e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
170722111309321391306005175735056782493	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
327818112756515843461791953165635356473	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
214792011326584543089504780823670426427	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000001e+00 3.312500000000001e+00 3.398437500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
134474874761862321262050245110068322285	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.328125000000000e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
66707670679371242387334982825855844250	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.343750000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
222579866351915233862995578383176800831	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
197147242834155199765959524536346954787	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000002e+00 3.390625000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
91164975867681992683378807443036192793	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.421875000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
146980795542503130235628908800460783972	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.359375000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
48836181582941649119873883146495397374	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
109339972120360120193457490719372605446	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.375000000000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
278514583712135448365732959077043784720	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000002e+00 3.359375000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
311486778428713630118226270859983313433	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.171875000000002e+00 3.312500000000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
11822114482423745983382947081364627338	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
217122500109832987866202433962819203778	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.390625000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
304326224873391033951600838426709330671	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000003e+00 3.359375000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
200442671612940354927830003868165213236	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.437500000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
74676299862551058961802229635139088176	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000000e+00 3.359375000000000e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
176593201526814591690324023107678314084	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.359375000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
308326207150020050616898428499643535148	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
246952759487869675906126594911984381928	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000004e+00 3.328125000000003e+00 3.406250000000002e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
293633837371298158946059836111784362088	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
35467553208259227010584916400389381682	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
134365710222832843232892761257574601071	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.375000000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
320217988516972272014984843689981691476	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
51563372198231486510653175473347642389	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000001e+00 3.328125000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
177575609898459165606431738246764552209	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.312500000000002e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
163841151380530971136306268631849236058	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.375000000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
335344357221053533254149656481838931464	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.179687500000002e+00 3.328125000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
197242499983988930441926851248380745288	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
215927853328456196195067218820896605122	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.437500000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
290697054070511183043645223441759040814	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000002e+00 3.390625000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
50653407707158140739495389200569519487	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.343750000000000e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
19732062520225367544037242500321828899	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
108792665212520173932553948848436726517	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
171926917726100293953758495299328255535	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
203237446401155731310298407035524967107	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000003e+00 3.312500000000002e+00 3.398437500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
239354799142247008745975085497117455357	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
182843305915441788797772365498032828288	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
325387494671966579014815373223862348260	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
141048074916750205162660236315668064357	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.343750000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
323336422682585620998856257532050588174	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000001e+00 3.312500000000001e+00 3.382812500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
223163254424313971717647074564279440034	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.390625000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
67722730241413181307465435794739077157	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000001e+00 3.328125000000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
326835523467305339810847991208648912072	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000002e+00 3.437500000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
91979090109264932547614729359868547882	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.375000000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
38559387191981002327562963961249311592	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.312500000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
174318381580957715664932437987038766030	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
225550756817744234285997202516571115999	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.359375000000002e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
17899009787617074828724422483862276220	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000002e+00 3.421875000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
304039977247567348758747266583020264466	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
143417511796802012283416283345431848827	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
131182453349259916999318810524863425042	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
1525534751327601912837996138610673114	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
133730381615293449352543266790293423476	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.132812500000001e+00 3.250000000000001e+00 3.351562500000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
57542152866700562852388102425525243821	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000003e+00 3.296875000000003e+00 3.367187500000001e+00 3.437500000000001e+00 3.492187500000000e+00 3.500000000000000e+00
91721980906490396991215893738881423714	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.343750000000000e+00 3.398437500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
87974965927146305879997776303796216462	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000002e+00 3.437500000000001e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
